20/01/2019,2:09 pm,Messages and calls are end-to-end encrypted. No one outside of this chat,not even WhatsApp,can read or listen to them. Tap to learn more.
20/01/2019,2:09 pm,You created group "Kya mile? "
16/12/2020,1:12 am,RED,Lucky
16/12/2020,1:19 am,Anurag,Whiskey
16/12/2020,1:19 am,Gotiya,akele akele bc
16/12/2020,1:20 am,Anurag,Nhi yaar founder company ka h uske sath.
16/12/2020,1:22 am,Gotiya,good gesture
17/12/2020,7:02 am,Gotiya,jb saare patle hua krte the😂😂
17/12/2020,7:03 am,Gotiya,<Media omitted>
17/12/2020,7:03 am,Gotiya,<Media omitted>
17/12/2020,7:05 am,Gotiya,ek hi bike pr charoo bc😂😂
17/12/2020,9:05 am,Tosiba,bc 4 bnde ek bike pe
17/12/2020,9:05 am,Tosiba,🤣🤣🤣
17/12/2020,9:48 am,Gotiya,bhai tb paet ni tha kisika🤣🤣
17/12/2020,9:49 am,Gotiya,<Media omitted>
19/12/2020,9:56 pm,Tosiba,bhai kal egg roll khane chale kya
19/12/2020,9:57 pm,Gotiya,nxt week hi chalege na bhai
19/12/2020,9:57 pm,Gotiya,christmas pr
19/12/2020,9:57 pm,Tosiba,haa esa krlo
19/12/2020,9:57 pm,Gotiya,baaki kl chlna h chlo...off h mera
19/12/2020,9:57 pm,Tosiba,kal bike pe jaa skte h
19/12/2020,9:57 pm,Gotiya,annu b nxt week aa jyega
19/12/2020,9:58 pm,Tosiba,acha
19/12/2020,9:58 pm,Gotiya,annu ni h abi
19/12/2020,9:58 pm,Tosiba,annu ni h kya
19/12/2020,9:58 pm,Tosiba,muje pta ni tha
19/12/2020,9:58 pm,Gotiya,naa naa
19/12/2020,9:58 pm,Gotiya,annu noida h
19/12/2020,9:58 pm,Tosiba,chal jab annu ayega tab hi chlenge fir
19/12/2020,9:58 pm,Gotiya,@919650713357 ???
19/12/2020,9:58 pm,Gotiya,hnn
19/12/2020,9:58 pm,Gotiya,@919650713357 bhsdk yha ni h na??
19/12/2020,11:14 pm,Anurag,Bbhao aaj daaru bhojo
19/12/2020,11:14 pm,Anurag,Spili
19/12/2020,11:14 pm,Anurag,Uli
19/12/2020,11:19 pm,Anurag,Bhai aj
19/12/2020,11:19 pm,Anurag,<Media omitted>
19/12/2020,11:35 pm,Gotiya,😂😂
19/12/2020,11:35 pm,Gotiya,bhandddf
20/12/2020,3:10 pm,Gotiya,I would like you to have an amazing 2021 with zomato pro. Use my activation code SPMTHINTUZTN and become a member for FREE.

https://bnc.lt/WJml/RaoW4Ewfkcb
20/12/2020,3:10 pm,Gotiya,lo bhai free mei
20/12/2020,3:10 pm,Gotiya,mei pro hu toh lelo agr kisi ko chahiye pro membership zomato ki free mei
23/12/2020,11:18 pm,Tosiba,bhai Sunday ka plan krlo
23/12/2020,11:18 pm,Tosiba,@919650713357 tu ara h na?
23/12/2020,11:18 pm,Gotiya,@919650713357 aayega na??
23/12/2020,11:18 pm,Anurag,Sat ya Fri ka
23/12/2020,11:18 pm,Anurag,Sunday ko jana h mujhe.
23/12/2020,11:18 pm,Gotiya,friday krlo
23/12/2020,11:18 pm,Gotiya,off h mera
23/12/2020,11:19 pm,Anurag,Hn sahi h fir.
23/12/2020,11:19 pm,Tosiba,haa Friday krlo
23/12/2020,11:19 pm,Gotiya,@917503478845 done?
23/12/2020,11:19 pm,Gotiya,perfect
23/12/2020,11:19 pm,Tosiba,meri taraf se done
23/12/2020,11:19 pm,Gotiya,robin ko utha lenge phle ki trah😂😂
23/12/2020,11:19 pm,Tosiba,✅
23/12/2020,11:19 pm,Tosiba,haa😂😂
23/12/2020,11:19 pm,Tosiba,final h fir
23/12/2020,11:19 pm,Gotiya,suspense mei hi uthega bc
23/12/2020,11:19 pm,Tosiba,jana kaha h lekin?
23/12/2020,11:19 pm,Gotiya,kahi b nikl lenge
23/12/2020,11:20 pm,Gotiya,mei toh bolra hu jaipur side nikalte h
23/12/2020,11:20 pm,Tosiba,murthal ka pta krlo
23/12/2020,11:20 pm,Gotiya,2 3 ghante ki drive h bs
23/12/2020,11:20 pm,Gotiya,bhai blocked h
23/12/2020,11:20 pm,Tosiba,jaipur vala border?
23/12/2020,11:20 pm,Gotiya,khula h woh toh
23/12/2020,11:20 pm,Tosiba,Jaipur 2 din ka ho jayega fir
23/12/2020,11:21 pm,Gotiya,ni nii
23/12/2020,11:21 pm,Tosiba,abhi delhi hi rhndete h January me krte h bahar ka
23/12/2020,11:21 pm,Gotiya,2 ghante mei touch ho jayegi car
23/12/2020,11:21 pm,Gotiya,ese kre jaipur highway pr chalte h
23/12/2020,11:21 pm,Gotiya,kisi dhabe pr kha pikr aa jayege
23/12/2020,11:21 pm,Tosiba,theek h ye kr lenhe
23/12/2020,11:21 pm,Gotiya,u turn maarke
23/12/2020,11:21 pm,Tosiba,lenge
23/12/2020,11:30 pm,RED,25 ko tho mai nai hun
23/12/2020,11:30 pm,RED,cousins ke sath
23/12/2020,11:30 pm,RED,hunga mai faridabad
24/12/2020,12:09 am,Anurag,Dekhlo jb bhi ho bus Sunday nhi
24/12/2020,12:10 am,Gotiya,friday sat dekh lenge
24/12/2020,7:54 am,Tosiba,haa
24/12/2020,7:54 am,Tosiba,sat krlo
24/12/2020,10:00 am,Gotiya,haan
24/12/2020,12:11 pm,Gotiya,sat done
24/12/2020,12:11 pm,Tosiba,ye robin chutiye se puchho
24/12/2020,12:12 pm,Gotiya,bhai or adjust ni kr skte
24/12/2020,12:12 pm,Gotiya,friday bsy h woh
24/12/2020,12:12 pm,Gotiya,christmas krke
24/12/2020,12:12 pm,Gotiya,sat free hi hga
24/12/2020,12:12 pm,Gotiya,kyuki sunday annu ni hga
24/12/2020,12:14 pm,RED,Are bola tho
24/12/2020,12:14 pm,RED,Aaj sham se billu farar
24/12/2020,12:15 pm,Gotiya,😂😂😂
24/12/2020,1:52 pm,Tosiba,<Media omitted>
24/12/2020,4:03 pm,RED,Baithte h
24/12/2020,4:04 pm,RED,@harsh ke lie veg
24/12/2020,4:15 pm,Gotiya,done bhai
24/12/2020,7:16 pm,RED,Done
25/12/2020,12:53 am,Tosiba,merry Christmas 🎄
25/12/2020,12:59 am,Gotiya,<Media omitted>
25/12/2020,1:04 am,RED,<Media omitted>
25/12/2020,1:04 am,RED,😂😂
25/12/2020,1:05 am,RED,Merry Christmas
25/12/2020,5:01 pm,Tosiba,kal kitne bje niklna h
25/12/2020,5:01 pm,Tosiba,?
25/12/2020,6:11 pm,Gotiya,btao
25/12/2020,7:26 pm,Anurag,Btao bhai
25/12/2020,7:29 pm,Gotiya,2 bje gupta k ghr aa jao
25/12/2020,7:45 pm,Tosiba,gadi pe chlna h ya bike?
25/12/2020,8:09 pm,Gotiya,gaadi bhai... mei le aauga
25/12/2020,8:25 pm,Tosiba,okay
25/12/2020,8:25 pm,Tosiba,dwarka se chlenge hote hue
25/12/2020,8:25 pm,Tosiba,pehle dwarka jana j
25/12/2020,8:25 pm,Tosiba,hai
25/12/2020,8:25 pm,Tosiba,pizza omlette khayenge
25/12/2020,8:35 pm,RED,Esa h
25/12/2020,8:56 pm,Anurag,Robin party de rha h.👍 I'm coming.
25/12/2020,8:56 pm,Anurag,Chalo bhai yeeeeaahh
25/12/2020,8:56 pm,Anurag,😂
25/12/2020,9:02 pm,Gotiya,😂😂😂
25/12/2020,9:02 pm,Gotiya,haan bhai
25/12/2020,9:03 pm,Gotiya,kl ki party robin k naam
25/12/2020,9:03 pm,Gotiya,<Media omitted>
25/12/2020,9:07 pm,Gotiya,done
25/12/2020,9:11 pm,RED,Diwali mai
25/12/2020,9:11 pm,RED,Ek banda ye nai bolta
25/12/2020,9:11 pm,RED,😂😂
25/12/2020,9:11 pm,RED,Irony
25/12/2020,9:11 pm,RED,😂😂😂
25/12/2020,9:12 pm,Gotiya,tujhe bolna chahiye bhai diwali mei...😂😂
25/12/2020,9:13 pm,Gotiya,apne pair pr khuladi thodi marege hum😂😂
25/12/2020,9:14 pm,RED,Bola tha
25/12/2020,9:14 pm,RED,Har saal bolta hun
25/12/2020,9:14 pm,RED,😂
25/12/2020,9:14 pm,RED,<Media omitted>
25/12/2020,9:14 pm,RED,Aaj
25/12/2020,9:14 pm,Gotiya,bhai rozz pi rha h😍😍
25/12/2020,9:14 pm,RED,Roz
25/12/2020,9:14 pm,Gotiya,bhai teri ksm mje ni yaad kb kaha😅😅
25/12/2020,9:15 pm,RED,Aur fir nightout
25/12/2020,9:15 pm,RED,😍
25/12/2020,9:15 pm,RED,Dhund nashe m
25/12/2020,9:15 pm,Gotiya,bdiaa bjai
25/12/2020,9:15 pm,Gotiya,bhai*
25/12/2020,9:15 pm,Gotiya,kidr ghumra h??
25/12/2020,9:19 pm,RED,Fridabad
25/12/2020,9:20 pm,Gotiya,bdia bhai
25/12/2020,9:20 pm,Tosiba,+1
25/12/2020,9:20 pm,Tosiba,ghr aaya kr kabhi itni mithai milegi khaa ni payega😂😂
25/12/2020,9:21 pm,Gotiya,bhai menu mei ky h??
25/12/2020,9:21 pm,Gotiya,mje khani h
25/12/2020,9:24 pm,Tosiba,diwali ki baat krra
25/12/2020,9:24 pm,Tosiba,me
25/12/2020,9:24 pm,Tosiba,😂
25/12/2020,9:25 pm,Tosiba,ye sala robin khud kbhi bolta ni h to iski glti h
25/12/2020,9:25 pm,Tosiba,ab kya diwali ka bahana marra h lodu
25/12/2020,9:25 pm,Tosiba,diwali holi jab mrzi le tu party
25/12/2020,9:34 pm,Gotiya,😂😂😂
25/12/2020,9:34 pm,Gotiya,whi toh
25/12/2020,9:55 pm,Anurag,Tu pita to h nhi ....bus photo kheechne ke liye terko rkha h unhone team m..😂😂😂😂
25/12/2020,9:58 pm,Gotiya,😂😂😂
25/12/2020,10:22 pm,RED,Yes sir
25/12/2020,10:23 pm,Gotiya,<Media omitted>
26/12/2020,10:18 am,Gotiya,bhai @917503478845 tere ghr ki coffee pini h aaj
26/12/2020,11:29 am,Tosiba,yaha se gadi nikalna mushkil ho jayega
26/12/2020,11:30 am,Tosiba,coffee pii lio kbhi
26/12/2020,11:30 am,Gotiya,tnsn free reh tu woh
26/12/2020,11:30 am,Gotiya,coffee tayaar rkh bss
26/12/2020,11:30 am,Tosiba,aur fir dwarka hi niklna h
26/12/2020,11:30 am,Gotiya,😂😂
26/12/2020,11:30 am,Gotiya,esa kr tu mere ghr aaja
26/12/2020,11:30 am,Gotiya,coffee lekr
26/12/2020,11:30 am,Tosiba,launga kisme😂😂
26/12/2020,11:31 am,Gotiya,bc mug mei le aaio
26/12/2020,11:31 am,Gotiya,bhai aaj bda mn krra h tere ghr ki coffee pine ka😂😂
26/12/2020,11:31 am,Gotiya,bdi yumm bnti h
26/12/2020,11:32 am,Tosiba,to fir Robin anurag ko utha k yahi aa jana
26/12/2020,11:32 am,Gotiya,han han
26/12/2020,11:32 am,Gotiya,robin ko utha lunga
26/12/2020,11:33 am,Gotiya,annu toh whi se aa jayega
26/12/2020,11:33 am,Gotiya,wrna ulta pd jayega mje bhoooy
26/12/2020,11:33 am,Gotiya,mje*
26/12/2020,11:33 am,Tosiba,dkhlo
26/12/2020,11:33 am,Tosiba,yahi se niklenge fir
26/12/2020,11:33 am,Gotiya,haan mei baat krta hu annu se
26/12/2020,11:33 am,Gotiya,robin ko pick kr lunga mei
26/12/2020,12:26 pm,RED,Late ana
26/12/2020,12:27 pm,RED,M soya ni
26/12/2020,12:27 pm,Gotiya,thike tu late aa jaio
26/12/2020,12:27 pm,RED,4 5 bje a jana
26/12/2020,12:29 pm,Gotiya,bhai tym ni bchta
26/12/2020,12:29 pm,Gotiya,3 bje aa jaio
26/12/2020,12:29 pm,Tosiba,bhsdk
26/12/2020,12:29 pm,Tosiba,gand mara le fir
26/12/2020,12:29 pm,Tosiba,jab pehle se bta rkha h
26/12/2020,12:30 pm,Tosiba,tere chkkr me aaj ka kiya ek to
26/12/2020,12:30 pm,Gotiya,bhai mei 3 bje tk max wait kruga
26/12/2020,12:30 pm,Tosiba,3bje utha lio is chutiye ko harsh
26/12/2020,12:30 pm,Gotiya,haan
26/12/2020,12:30 pm,Tosiba,bhsdka
26/12/2020,12:30 pm,Tosiba,bakchodi krra
26/12/2020,12:30 pm,Gotiya,koi ni bhai
26/12/2020,12:30 pm,Gotiya,3 bje tk dekh lenge
26/12/2020,12:30 pm,Gotiya,rest krne de usse tb tk
26/12/2020,12:31 pm,Tosiba,haa
26/12/2020,12:41 pm,RED,Are chu
26/12/2020,12:41 pm,RED,..
26/12/2020,12:41 pm,RED,🙄
26/12/2020,12:44 pm,Tosiba,kyu gand mara rha tha to
26/12/2020,12:47 pm,Gotiya,bhai esa krte h hum dwarka jaa aayege
26/12/2020,12:47 pm,Gotiya,phir aate huye isko pick kr lenge
26/12/2020,12:47 pm,Gotiya,ky bolta h?
26/12/2020,1:08 pm,Tosiba,theek h
26/12/2020,1:10 pm,RED,Mujhe khi jana padega
26/12/2020,1:10 pm,RED,Mai dwarka ho aunga sath
26/12/2020,1:10 pm,RED,Kine baje?
26/12/2020,1:16 pm,Anurag,Kitne bje ka time h?
26/12/2020,1:16 pm,Tosiba,ye robin chutiyapa kr rha h
26/12/2020,1:16 pm,Tosiba,bc
26/12/2020,1:17 pm,Tosiba,pehle se bol rkha tha
26/12/2020,1:17 pm,Tosiba,fir bhi
26/12/2020,1:17 pm,Tosiba,hai to 3 bje ka
26/12/2020,1:17 pm,Anurag,K
26/12/2020,1:17 pm,Tosiba,k nhi
26/12/2020,1:17 pm,Tosiba,ye robin ka final ni hora
26/12/2020,1:17 pm,Tosiba,betichod
26/12/2020,1:17 pm,RED,Dur ni ja rha m
26/12/2020,1:17 pm,RED,1 2 hr milte h
26/12/2020,1:18 pm,RED,6 bje chla jaunga
26/12/2020,1:18 pm,Tosiba,abey tu milega kitne bje ye bta
26/12/2020,1:23 pm,RED,3 baje
26/12/2020,1:24 pm,RED,Mujhe pick kr lena
26/12/2020,1:24 pm,Gotiya,ghr aa jaio mere
26/12/2020,1:24 pm,Gotiya,phir chal lenge
26/12/2020,2:08 pm,RED,<Media omitted>
26/12/2020,2:08 pm,RED,Dekha?
26/12/2020,2:09 pm,RED,@919891523326
26/12/2020,2:09 pm,Gotiya,haan bhai
26/12/2020,2:09 pm,Gotiya,dekh li
26/12/2020,2:09 pm,RED,Krdia registration?
26/12/2020,2:09 pm,Gotiya,abi app ni aayi
26/12/2020,2:09 pm,RED,Mai smoke nai krta
26/12/2020,2:09 pm,RED,Tho mai le nai sakta ye
26/12/2020,2:10 pm,Gotiya,mei konsa smoke krta hu
26/12/2020,2:10 pm,RED,😂😂😂
26/12/2020,2:10 pm,RED,Abe
26/12/2020,2:10 pm,RED,Pta b h kya h ye?
26/12/2020,2:10 pm,RED,<Media omitted>
26/12/2020,2:11 pm,RED,Vape ko fill krne wala machine h ye
26/12/2020,2:11 pm,RED,😂😂😂😂
26/12/2020,2:12 pm,RED,Vaporize cartage
26/12/2020,2:12 pm,Gotiya,mje ni pta bhai
26/12/2020,2:12 pm,Gotiya,😂😂
26/12/2020,2:12 pm,RED,😂😂😂
26/12/2020,2:12 pm,Gotiya,esa h ky??
26/12/2020,2:12 pm,RED,Han be
26/12/2020,2:12 pm,RED,Likha b h
26/12/2020,2:12 pm,RED,😂😂
26/12/2020,2:12 pm,RED,Par fir b mai maze lunga
26/12/2020,2:12 pm,Gotiya,areee bc
26/12/2020,2:12 pm,Gotiya,😂😂
26/12/2020,2:12 pm,RED,😂😂
26/12/2020,2:14 pm,RED,<Media omitted>
26/12/2020,2:14 pm,RED,😂😂😂😂
26/12/2020,2:14 pm,RED,nice meme
26/12/2020,2:14 pm,RED,of the day
26/12/2020,2:24 pm,Anurag,Chutiap h ye 1 hafte se log forwrd kr rhe h pta nhi Kahan se mili
26/12/2020,2:26 pm,Anurag,Real nhi h ye.
26/12/2020,2:39 pm,RED,Hn dekh ke he pata chl gya
26/12/2020,2:39 pm,RED,Sala liquid ki ek bottle h normal
26/12/2020,2:39 pm,RED,Bhas
26/12/2020,2:42 pm,Tosiba,kitne bje nikloge?
26/12/2020,2:42 pm,Tosiba,@919891523326
26/12/2020,2:47 pm,Gotiya,bhai mei nikl rha hh
26/12/2020,2:47 pm,Gotiya,hu*
26/12/2020,2:47 pm,Tosiba,robin?
26/12/2020,2:47 pm,Gotiya,@919205900612 status???
26/12/2020,2:47 pm,Tosiba,3:15 niklio
26/12/2020,2:48 pm,RED,M a gya tere parking m
26/12/2020,2:49 pm,RED,5 min m
26/12/2020,2:49 pm,RED,@917503478845
26/12/2020,2:49 pm,RED,Bhas nikl gya
26/12/2020,2:52 pm,Tosiba,3:15 tak niklna
26/12/2020,2:52 pm,Tosiba,annu ko bhi le ana aur
26/12/2020,2:55 pm,Gotiya,okk aaja
26/12/2020,7:21 pm,Tosiba,<Media omitted>
26/12/2020,9:03 pm,Tosiba,<Media omitted>
26/12/2020,11:07 pm,Tosiba,https://drive.google.com/folderview?id=1RAXTBK3pSQgi24g8-43yJnnJlocTaDIz
26/12/2020,11:07 pm,Tosiba,abhi upload ho rhi h,kaafi ho chuki hai,baaki ho rhi h
26/12/2020,11:11 pm,Gotiya,link toh same rhegi na??
26/12/2020,11:11 pm,Gotiya,mei pohoch gya
26/12/2020,11:11 pm,Tosiba,haa
26/12/2020,11:11 pm,Tosiba,same rhegi
26/12/2020,11:11 pm,Gotiya,sb pohoch gye???? @919205900612 @919650713357
26/12/2020,11:11 pm,Gotiya,@917503478845 tujhe toh mei hi chdd k aaya😂😂
26/12/2020,11:11 pm,Tosiba,ha😂
26/12/2020,11:11 pm,Tosiba,link same rhegi uploading bhi chlri h sath me
26/12/2020,11:12 pm,Gotiya,bdiaaa
26/12/2020,11:12 pm,Tosiba,I think photos ho gyi sab
26/12/2020,11:12 pm,Gotiya,jb poori ho jayw bta dio
26/12/2020,11:12 pm,Tosiba,videos hori h ab
26/12/2020,11:12 pm,Gotiya,bdiaa
26/12/2020,11:18 pm,Tosiba,ho gya sab  upload
26/12/2020,11:21 pm,Tosiba,<Media omitted>
26/12/2020,11:23 pm,Tosiba,robin pit rha h ghr pe
26/12/2020,11:26 pm,Gotiya,bhaiya ji maa chodd diye😂😂😂
26/12/2020,11:26 pm,Gotiya,robin to his papa.... areee papa ji maa choddd diye😂😂😂
26/12/2020,11:35 pm,Tosiba,😂😂😂😂
27/12/2020,12:27 am,Anurag,Han bhai
27/12/2020,3:02 am,RED,Phone dead tha
27/12/2020,10:53 pm,Tosiba,new year pe chlna h kya ?
27/12/2020,10:54 pm,Gotiya,dekhlo sbb
27/12/2020,10:55 pm,Tosiba,jayenga kaha😂
27/12/2020,10:56 pm,Gotiya,robin mrvayega phirse
27/12/2020,10:56 pm,Gotiya,🤣
27/12/2020,10:57 pm,Tosiba,😂
27/12/2020,11:35 pm,RED,😂 Gotiya ki gand mai chashma
27/12/2020,11:35 pm,RED,Tushar mila kya tujhe?
27/12/2020,11:35 pm,Tosiba,nhi
27/12/2020,11:35 pm,RED,Gand h ya black hole?
28/12/2020,6:47 am,Gotiya,bhaio woh scratch ni thaa...papa ne 2 second mei fix kr diaa😂😂
28/12/2020,6:47 am,Gotiya,soap waala paani lia or saaf kia daba k and it was gone... halka sa dot h bss
28/12/2020,7:20 am,Tosiba,🔥🔥🙌🏻🙌🏻
28/12/2020,7:43 am,Gotiya,https://www.facebook.com/indiaeatmania.net/videos/686521292029647/?sfnsn=wiwspwa bhai next tym tum 3no yeh try krna
28/12/2020,12:55 pm,RED,All papa rocks
28/12/2020,1:04 pm,Gotiya,🤣🤣🤣
28/12/2020,1:41 pm,RED,https://gadgetstouse.com/blog/2020/12/26/google-may-delete-your-google-account-after-june-1-2021-how-to-stop-it/
28/12/2020,1:41 pm,RED,Read
28/12/2020,2:02 pm,Anurag,Chalo acha h gr8👍
29/12/2020,12:12 am,Tosiba,bhai Faridabad by road khula h?
29/12/2020,12:12 am,Tosiba,ya vaha bhi protest h?
29/12/2020,12:12 am,RED,ruk puchne de
29/12/2020,12:23 am,RED,nai h
29/12/2020,12:23 am,RED,block
29/12/2020,12:30 am,Tosiba,confirm kr
29/12/2020,12:38 am,RED,done
29/12/2020,12:39 am,RED,usne ese bola
29/12/2020,12:39 am,RED,tu news twitter
29/12/2020,12:39 am,RED,vagera m b check kr
29/12/2020,12:39 am,RED,fir jana
29/12/2020,10:00 am,Gotiya,akele akele jaara h ghumne bhai
29/12/2020,10:00 am,Gotiya,☹️☹️
29/12/2020,10:03 am,Tosiba,me ni jara
29/12/2020,10:03 am,Tosiba,dost puchhra tha ek
29/12/2020,10:05 am,Gotiya,accha accha...khula h bhai woh
30/12/2020,5:03 pm,Tosiba,Jaisalmer chale kya
30/12/2020,5:03 pm,Gotiya,kbb
30/12/2020,5:04 pm,Tosiba,jab sab free ho
30/12/2020,5:04 pm,Tosiba,2 ko jaa skte h
30/12/2020,5:05 pm,Tosiba,2-3
30/12/2020,5:05 pm,Tosiba,sat sun h
30/12/2020,5:09 pm,Gotiya,mere bday k around ksa rhega??
30/12/2020,5:22 pm,Tosiba,late ho jayega
30/12/2020,5:22 pm,Tosiba,dkhlo vese to
30/12/2020,5:22 pm,Tosiba,jab free ho sab
30/12/2020,5:22 pm,Gotiya,chlo puchlo sbse... jb b tym ho chl lenge
30/12/2020,5:22 pm,Gotiya,mei in hu
30/12/2020,5:26 pm,Tosiba,haa to koi na fir bday k aas paas chal lenge
30/12/2020,5:28 pm,Gotiya,naa bhai jb b bolo...mei toh suggestion dera tha bs
30/12/2020,6:12 pm,RED,15 ke baad
31/12/2020,7:36 pm,Gotiya,kl kch khane hi chl lo mahavir enclave mei
31/12/2020,7:36 pm,Gotiya,ky kehte ho
31/12/2020,7:36 pm,Gotiya,1 2 ghante mei wapas nikl lena
31/12/2020,8:14 pm,Tosiba,dkhlo
31/12/2020,8:15 pm,RED,Han chalo
31/12/2020,8:15 pm,Tosiba,ha bike pe hi chal lenge
31/12/2020,8:15 pm,RED,Han done
31/12/2020,8:16 pm,Tosiba,mahavir enclave ka A1 k momos?
31/12/2020,8:16 pm,RED,Han vhi
31/12/2020,8:30 pm,Gotiya,done
01/01/2021,12:12 am,Tosiba,nye varsh ki hardik shubhkamnaye sbko
01/01/2021,12:12 am,Tosiba,🔥🔥
01/01/2021,12:12 am,Tosiba,bhaiya ji maa chod diye
01/01/2021,12:12 am,Tosiba,😂😂
01/01/2021,12:34 am,RED,😂😂😂
01/01/2021,12:34 am,RED,<Media omitted>
01/01/2021,1:36 am,Gotiya,maa chodd diye bhaiya ji 2020 ki😂😂
01/01/2021,1:36 am,Gotiya,happy new year
01/01/2021,1:48 am,RED,😂😂
01/01/2021,3:24 pm,Gotiya,<Media omitted>
02/01/2021,1:35 pm,Tosiba,This message was deleted
02/01/2021,1:35 pm,Tosiba,This message was deleted
02/01/2021,1:39 pm,RED,Ah yeah
02/01/2021,1:39 pm,RED,I7
02/01/2021,1:39 pm,Gotiya,kyy
02/01/2021,1:39 pm,RED,8th gen ah yeh
02/01/2021,1:39 pm,RED,♥️
02/01/2021,1:39 pm,RED,Tushar ko company sr
02/01/2021,1:39 pm,RED,Mila
02/01/2021,1:43 pm,Gotiya,delete ky kia h isne
02/01/2021,1:44 pm,RED,Vhi
02/01/2021,1:44 pm,RED,Kia
02/01/2021,1:44 pm,RED,Mai reply de he rha tha
02/01/2021,1:44 pm,Gotiya,@917503478845 dikhaio
02/01/2021,1:44 pm,RED,Deleted
02/01/2021,1:44 pm,RED,Mil kb rhe ho chomu logo
02/01/2021,1:45 pm,Gotiya,aaj mil le
02/01/2021,1:45 pm,RED,Yes
02/01/2021,1:45 pm,Tosiba,<Media omitted>
02/01/2021,1:45 pm,RED,Aur annu
02/01/2021,1:45 pm,RED,Ah yeah
02/01/2021,1:45 pm,RED,Tere paas i7 3rd tha na?
02/01/2021,1:45 pm,RED,Congo
02/01/2021,1:45 pm,Gotiya,areee specs dikha
02/01/2021,1:45 pm,Tosiba,bhsdk😂
02/01/2021,1:45 pm,RED,😂😂😂
02/01/2021,1:45 pm,Tosiba,i5 tha
02/01/2021,1:45 pm,Gotiya,dalle
02/01/2021,1:45 pm,Tosiba,gen yaad ni
02/01/2021,1:46 pm,Tosiba,abhi login ni kr skta
02/01/2021,1:46 pm,Gotiya,bhai atleast 5th ya 6th toh tha
02/01/2021,1:46 pm,Tosiba,password company btayegi
02/01/2021,1:46 pm,Gotiya,accha haan
02/01/2021,1:46 pm,Tosiba,haa 7th ya 8th hoga
02/01/2021,1:46 pm,Gotiya,wse thinkpad mei specs matter ni krte
02/01/2021,1:46 pm,Tosiba,bina password dale kese dkhte h pta h kisi ko?
02/01/2021,1:46 pm,Gotiya,yeh hota hi official work k liye h
02/01/2021,1:46 pm,Tosiba,haa
02/01/2021,1:46 pm,Gotiya,samne sticker ni lga??
02/01/2021,1:47 pm,Tosiba,nhi
02/01/2021,1:47 pm,Tosiba,bas i7 8th gen ka laga h
02/01/2021,1:47 pm,Gotiya,phir chdd koi ji
02/01/2021,1:47 pm,Gotiya,ni*
02/01/2021,1:47 pm,Gotiya,unglia mt kr...compliance naa ho jaye
02/01/2021,1:47 pm,Tosiba,haa ni krra
02/01/2021,1:47 pm,Gotiya,mera yeh h dekh
02/01/2021,1:47 pm,Gotiya,<Media omitted>
02/01/2021,1:48 pm,Gotiya,offc waala
02/01/2021,1:48 pm,Tosiba,tera hp h
02/01/2021,1:48 pm,Gotiya,haan bhai
02/01/2021,1:48 pm,Gotiya,hp elitebook x360 1030 g4
02/01/2021,1:51 pm,RED,Bina password dale tho
02/01/2021,1:51 pm,RED,Tu bios se dekh
02/01/2021,1:51 pm,Gotiya,abe mt krio be
02/01/2021,1:51 pm,RED,Par mt kr
02/01/2021,1:51 pm,RED,Office ka h
02/01/2021,1:51 pm,Gotiya,sb track hta h
02/01/2021,1:51 pm,RED,Kya pata call a jaye
02/01/2021,1:51 pm,RED,Aur vese b password laga hota h
02/01/2021,1:51 pm,RED,Uspe
02/01/2021,1:52 pm,RED,Steal,lost,
02/01/2021,1:52 pm,Tosiba,haa
02/01/2021,1:52 pm,Tosiba,pta chal jayega bhai
02/01/2021,1:52 pm,Tosiba,apna hi h
02/01/2021,1:52 pm,Tosiba,😂😂
02/01/2021,1:52 pm,Tosiba,tension kyu leni
02/01/2021,1:52 pm,RED,Sab ka name tere pe a jayega
02/01/2021,1:52 pm,RED,😂😂
02/01/2021,1:52 pm,RED,Fir bolio
02/01/2021,1:52 pm,Tosiba,me kr hi ni rha to
02/01/2021,1:52 pm,Tosiba,yr muje mac chaiye tha bc
02/01/2021,1:52 pm,Gotiya,😂😂😂
02/01/2021,1:52 pm,RED,2 3 mahine baad bol luo
02/01/2021,1:52 pm,RED,😂😂😂
02/01/2021,1:53 pm,Gotiya,bhai @917503478845 sumit pta h tujhe?? mera dost status waala?
02/01/2021,1:53 pm,RED,Thoda kuch jugad h
02/01/2021,1:53 pm,Tosiba,haa
02/01/2021,1:53 pm,Gotiya,bhai data scientist lg gya woh
02/01/2021,1:53 pm,RED,Chal mai chlta
02/01/2021,1:53 pm,Tosiba,mast h
02/01/2021,1:53 pm,Tosiba,🔥
02/01/2021,1:53 pm,Gotiya,whi bc... sexy profile h
02/01/2021,1:54 pm,RED,Mujhe 2nd round interview dena h monday
02/01/2021,1:54 pm,Tosiba,haa
02/01/2021,1:54 pm,Gotiya,all the best bhai
02/01/2021,1:54 pm,RED,Thanks bhai
02/01/2021,1:54 pm,Tosiba,bhaiyaji maa chod dena
02/01/2021,1:54 pm,RED,Mai b data science he pad rha hun side mai
02/01/2021,1:54 pm,Gotiya,bhaiya ji maa chodd dijiyega😂😂
02/01/2021,1:54 pm,RED,🥲
02/01/2021,1:54 pm,RED,Par job ke sath
